year,month,day,hour,country club,north,pirates,point,south,ushaka
2023,1,12,22,-9,-9,-9,-9,-9,-9
2023,1,12,23,-9,-9,-9,-9,-9,-9
2023,1,13,0,-9,-9,-9,-9,-9,-9
2023,1,13,1,-9,-9,-9,-9,-9,-9
2023,1,13,2,-9,-9,-9,-9,-9,-9
2023,1,13,3,-9,-9,-9,-9,-9,-9
2023,1,13,4,-9,-9,-9,-9,-9,-9
2023,1,13,5,-9,-9,-9,-9,-9,-9
2023,1,13,6,-9,-9,-9,-9,-9,-9
2023,1,13,7,-9,-9,-9,-9,-9,-9
2023,1,13,8,-9,-9,-9,-9,-9,-9
2023,1,13,9,-9,-9,-9,-9,-9,-9
2023,1,13,10,-9,-9,-9,-9,-9,-9
2023,1,13,11,-9,-9,-9,-9,-9,-9
2023,1,13,12,-9,-9,-9,-9,-9,-9
2023,1,13,13,-9,-9,-9,-9,-9,-9
2023,1,13,14,-9,-9,-9,-9,-9,-9
2023,1,13,15,-9,-9,-9,-9,-9,-9
2023,1,13,16,-9,-9,-9,-9,-9,-9
2023,1,13,17,-9,-9,-9,-9,-9,-9
2023,1,13,18,-9,-9,-9,-9,-9,-9
2023,1,13,19,-9,-9,-9,-9,-9,-9
2023,1,13,20,-9,-9,-9,-9,-9,-9
2023,1,13,21,-9,-9,-9,-9,-9,-9
2023,1,13,22,-9,-9,-9,-9,-9,-9
2023,1,13,23,-9,-9,-9,-9,-9,-9
2023,1,14,0,-9,-9,-9,-9,-9,-9
2023,1,14,1,-9,-9,-9,-9,-9,-9
2023,1,14,2,-9,-9,-9,-9,-9,-9
2023,1,14,3,-9,-9,-9,-9,-9,-9
2023,1,14,4,-9,-9,-9,-9,-9,-9
2023,1,14,5,-9,-9,-9,-9,-9,-9
2023,1,14,6,-9,-9,-9,-9,-9,-9
2023,1,14,7,-9,-9,-9,-9,-9,-9
2023,1,14,8,-9,-9,-9,-9,-9,-9
2023,1,14,9,-9,-9,-9,-9,-9,-9
2023,1,14,10,-9,-9,-9,-9,-9,-9
2023,1,14,11,-9,-9,-9,-9,-9,-9
2023,1,14,12,-9,-9,-9,-9,-9,-9
2023,1,14,13,-9,-9,-9,-9,-9,-9
2023,1,14,14,-9,-9,-9,-9,-9,-9
2023,1,14,15,-9,-9,-9,-9,-9,-9
2023,1,14,16,-9,-9,-9,-9,-9,-9
2023,1,14,17,-9,-9,-9,-9,-9,-9
2023,1,14,18,-9,-9,-9,-9,-9,-9
2023,1,14,19,-9,-9,-9,-9,-9,-9
2023,1,14,20,-9,-9,-9,-9,-9,-9
2023,1,14,21,-9,-9,-9,-9,-9,-9
2023,1,14,22,-9,-9,-9,-9,-9,-9
2023,1,14,23,-9,-9,-9,-9,-9,-9
2023,1,15,0,-9,-9,-9,-9,-9,-9
2023,1,15,1,-9,-9,-9,-9,-9,-9
2023,1,15,2,-9,-9,-9,-9,-9,-9
2023,1,15,3,-9,-9,-9,-9,-9,-9
2023,1,15,4,-9,-9,-9,-9,-9,-9
2023,1,15,5,-9,-9,-9,-9,-9,-9
2023,1,15,6,-9,-9,-9,-9,-9,-9
2023,1,15,7,-9,-9,-9,-9,-9,-9
2023,1,15,8,-9,-9,-9,-9,-9,-9
2023,1,15,9,-9,-9,-9,-9,-9,-9
2023,1,15,10,-9,-9,-9,-9,-9,-9
2023,1,15,11,-9,-9,-9,-9,-9,-9
2023,1,15,12,-9,-9,-9,-9,-9,-9
2023,1,15,13,-9,-9,-9,-9,-9,-9
2023,1,15,14,-9,-9,-9,-9,-9,-9
2023,1,15,15,-9,-9,-9,-9,-9,-9
2023,1,15,16,-9,-9,-9,-9,-9,-9
2023,1,15,17,-9,-9,-9,-9,-9,-9
2023,1,15,18,-9,-9,-9,-9,-9,-9
2023,1,15,19,-9,-9,-9,-9,-9,-9
2023,1,15,20,-9,-9,-9,-9,-9,-9
2023,1,15,21,-9,-9,-9,-9,-9,-9
2023,1,15,22,-9,-9,-9,-9,-9,-9
2023,1,15,23,-9,-9,-9,-9,-9,-9
2023,1,16,0,-9,-9,-9,-9,-9,-9
2023,1,16,1,-9,-9,-9,-9,-9,-9
2023,1,16,2,-9,-9,-9,-9,-9,-9
2023,1,16,3,-9,-9,-9,-9,-9,-9
2023,1,16,4,-9,-9,-9,-9,-9,-9
2023,1,16,5,-9,-9,-9,-9,-9,-9
2023,1,16,6,-9,-9,-9,-9,-9,-9
2023,1,16,7,-9,-9,-9,-9,-9,-9
2023,1,16,8,-9,-9,-9,-9,-9,-9
2023,1,16,9,-9,-9,-9,-9,-9,-9
2023,1,16,10,-9,-9,-9,-9,-9,-9
2023,1,16,11,-9,-9,-9,-9,-9,-9
2023,1,16,12,-9,-9,-9,-9,-9,-9
2023,1,16,13,-9,-9,-9,-9,-9,-9
2023,1,16,14,-9,-9,-9,-9,-9,-9
2023,1,16,15,-9,-9,-9,-9,-9,-9
2023,1,16,16,-9,-9,-9,-9,-9,-9
2023,1,16,17,-9,-9,-9,-9,-9,-9
2023,1,16,18,-9,-9,-9,-9,-9,-9
2023,1,16,19,-9,-9,-9,-9,-9,-9
2023,1,16,20,-9,-9,-9,-9,-9,-9
2023,1,16,21,-9,-9,-9,-9,-9,-9
2023,1,16,22,-9,-9,-9,-9,-9,-9
2023,1,16,23,-9,-9,-9,-9,-9,-9
2023,1,17,0,-9,-9,-9,-9,-9,-9
2023,1,17,1,-9,-9,-9,-9,-9,-9
2023,1,17,2,-9,-9,-9,-9,-9,-9
2023,1,17,3,-9,-9,-9,-9,-9,-9
2023,1,17,4,-9,-9,-9,-9,-9,-9
2023,1,17,5,-9,-9,-9,-9,-9,-9
2023,1,17,6,-9,-9,-9,-9,-9,-9
2023,1,17,7,-9,-9,-9,-9,-9,-9
2023,1,17,8,-9,-9,-9,-9,-9,-9
2023,1,17,9,-9,-9,-9,-9,-9,-9
2023,1,17,10,-9,-9,-9,-9,-9,-9
2023,1,17,11,-9,-9,-9,-9,-9,-9
2023,1,17,12,-9,-9,-9,-9,-9,-9
2023,1,17,13,-9,-9,-9,-9,-9,-9
2023,1,17,14,-9,-9,-9,-9,-9,-9
2023,1,17,15,-9,-9,-9,-9,-9,-9
2023,1,17,16,-9,-9,-9,-9,-9,-9
2023,1,17,17,-9,-9,-9,-9,-9,-9
2023,1,17,18,-9,-9,-9,-9,-9,-9
2023,1,17,19,-9,-9,-9,-9,-9,-9
2023,1,17,20,-9,-9,-9,-9,-9,-9
2023,1,17,21,-9,-9,-9,-9,-9,-9
2023,1,17,22,-9,-9,-9,-9,-9,-9
2023,1,17,23,-9,-9,-9,-9,-9,-9
2023,1,18,0,-9,-9,-9,-9,-9,-9
2023,1,18,1,-9,-9,-9,-9,-9,-9
2023,1,18,2,-9,-9,-9,-9,-9,-9
2023,1,18,3,-9,-9,-9,-9,-9,-9
2023,1,18,4,-9,-9,-9,-9,-9,-9
2023,1,18,5,-9,-9,-9,-9,-9,-9
2023,1,18,6,-9,-9,-9,-9,-9,-9
2023,1,18,7,-9,-9,-9,-9,-9,-9
2023,1,18,8,-9,-9,-9,-9,-9,-9
2023,1,18,9,-9,-9,-9,-9,-9,-9
2023,1,18,10,-9,-9,-9,-9,-9,-9
2023,1,18,11,-9,-9,-9,-9,-9,-9
2023,1,18,12,-9,-9,-9,-9,-9,-9
2023,1,18,13,-9,-9,-9,-9,-9,-9
2023,1,18,14,-9,-9,-9,-9,-9,-9
2023,1,18,15,-9,-9,-9,-9,-9,-9
2023,1,18,16,-9,-9,-9,-9,-9,-9
2023,1,18,17,-9,-9,-9,-9,-9,-9
2023,1,18,18,-9,-9,-9,-9,-9,-9
2023,1,18,19,-9,-9,-9,-9,-9,-9
2023,1,18,20,-9,-9,-9,-9,-9,-9
2023,1,18,21,-9,-9,-9,-9,-9,-9
2023,1,18,22,-9,-9,-9,-9,-9,-9
2023,1,18,23,-9,-9,-9,-9,-9,-9
2023,1,19,0,-9,-9,-9,-9,-9,-9
2023,1,19,1,-9,-9,-9,-9,-9,-9
2023,1,19,2,-9,-9,-9,-9,-9,-9
2023,1,19,3,-9,-9,-9,-9,-9,-9
2023,1,19,4,-9,-9,-9,-9,-9,-9
2023,1,19,5,-9,-9,-9,-9,-9,-9
2023,1,19,6,-9,-9,-9,-9,-9,-9
2023,1,19,7,-9,-9,-9,-9,-9,-9
2023,1,19,8,-9,-9,-9,-9,-9,-9
2023,1,19,9,-9,-9,-9,-9,-9,-9
2023,1,19,10,-9,-9,-9,-9,-9,-9
2023,1,19,11,-9,-9,-9,-9,-9,-9
2023,1,19,12,-9,-9,-9,-9,-9,-9
2023,1,19,13,-9,-9,-9,-9,-9,-9
2023,1,19,14,-9,-9,-9,-9,-9,-9
2023,1,19,15,-9,-9,-9,-9,-9,-9
2023,1,19,16,-9,-9,-9,-9,-9,-9
2023,1,19,17,-9,-9,-9,-9,-9,-9
2023,1,19,18,-9,-9,-9,-9,-9,-9
2023,1,19,19,-9,-9,-9,-9,-9,-9
2023,1,19,20,-9,-9,-9,-9,-9,-9
2023,1,19,21,-9,-9,-9,-9,-9,-9
2023,1,19,22,-9,-9,-9,-9,-9,-9
2023,1,19,23,-9,-9,-9,-9,-9,-9
2023,1,20,0,-9,-9,-9,-9,-9,-9
2023,1,20,1,-9,-9,-9,-9,-9,-9
2023,1,20,2,-9,-9,-9,-9,-9,-9
2023,1,20,3,-9,-9,-9,-9,-9,-9
2023,1,20,4,-9,-9,-9,-9,-9,-9
2023,1,20,5,-9,-9,-9,-9,-9,-9
2023,1,20,6,-9,-9,-9,-9,-9,-9
2023,1,20,7,-9,-9,-9,-9,-9,-9
2023,1,20,8,-9,-9,-9,-9,-9,-9
2023,1,20,8,-9,-9,-9,-9,-9,-9
2023,1,20,9,-9,-9,-9,-9,-9,-9
2023,1,20,10,-9,-9,-9,-9,-9,-9
2023,1,20,11,-9,-9,-9,-9,-9,-9
2023,1,20,12,-9,-9,-9,-9,-9,-9
2023,1,20,13,-9,-9,-9,-9,-9,-9
2023,1,20,14,-9,-9,-9,-9,-9,-9
2023,1,20,15,-9,-9,-9,-9,-9,-9
2023,1,20,16,-9,-9,-9,-9,-9,-9
2023,1,20,17,-9,-9,-9,-9,-9,-9
2023,1,20,18,-9,-9,-9,-9,-9,-9
2023,1,20,19,-9,-9,-9,-9,-9,-9
2023,1,20,20,-9,-9,-9,-9,-9,-9
2023,1,20,21,-9,-9,-9,-9,-9,-9
2023,1,20,22,-9,-9,-9,-9,-9,-9
2023,1,20,23,-9,-9,-9,-9,-9,-9
2023,1,21,0,-9,-9,-9,-9,-9,-9
2023,1,21,1,-9,-9,-9,-9,-9,-9
2023,1,21,2,-9,-9,-9,-9,-9,-9
2023,1,21,3,-9,-9,-9,-9,-9,-9
2023,1,21,4,-9,-9,-9,-9,-9,-9
2023,1,21,5,-9,-9,-9,-9,-9,-9
2023,1,21,6,-9,-9,-9,-9,-9,-9
2023,1,21,7,-9,-9,-9,-9,-9,-9
2023,1,21,8,-9,-9,-9,-9,-9,-9
2023,1,21,9,-9,-9,-9,-9,-9,-9
2023,1,21,10,-9,-9,-9,-9,-9,-9
2023,1,21,11,-9,-9,-9,-9,-9,-9
2023,1,21,12,-9,-9,-9,-9,-9,-9
2023,1,21,13,-9,-9,-9,-9,-9,-9
2023,1,21,14,-9,-9,-9,-9,-9,-9
2023,1,21,15,-9,-9,-9,-9,-9,-9
2023,1,21,16,-9,-9,-9,-9,-9,-9
2023,1,21,17,-9,-9,-9,-9,-9,-9
2023,1,21,18,-9,-9,-9,-9,-9,-9
2023,1,21,19,-9,-9,-9,-9,-9,-9
2023,1,21,20,-9,-9,-9,-9,-9,-9
2023,1,21,21,-9,-9,-9,-9,-9,-9
2023,1,21,22,-9,-9,-9,-9,-9,-9
2023,1,21,23,-9,-9,-9,-9,-9,-9
2023,1,22,0,-9,-9,-9,-9,-9,-9
2023,1,22,1,-9,-9,-9,-9,-9,-9
2023,1,22,2,-9,-9,-9,-9,-9,-9
2023,1,22,3,-9,-9,-9,-9,-9,-9
2023,1,22,4,-9,-9,-9,-9,-9,-9
2023,1,22,5,-9,-9,-9,-9,-9,-9
2023,1,22,6,-9,-9,-9,-9,-9,-9
2023,1,22,7,-9,-9,-9,-9,-9,-9
