,year,month,day,hour,flow
139,2023,9,21,11,2.9999999999999996
140,2023,9,21,12,2.9999999999999996
141,2023,9,21,13,2.9999999999999996
142,2023,9,21,14,2.9999999999999996
143,2023,9,21,15,2.9999999999999996
144,2023,9,21,16,2.9999999999999996
145,2023,9,21,17,2.9999999999999996
146,2023,9,21,18,2.9999999999999996
147,2023,9,21,19,2.9999999999999996
148,2023,9,21,20,2.9999999999999996
149,2023,9,21,21,2.9999999999999996
150,2023,9,21,22,2.9999999999999996
151,2023,9,21,23,2.9999999999999996
152,2023,9,22,0,2.9999999999999996
153,2023,9,22,1,2.9999999999999996
154,2023,9,22,2,2.9999999999999996
155,2023,9,22,3,2.9999999999999996
156,2023,9,22,4,2.9999999999999996
157,2023,9,22,5,2.9999999999999996
158,2023,9,22,6,2.9999999999999996
159,2023,9,22,7,2.9999999999999996
160,2023,9,22,8,2.9999999999999996
161,2023,9,22,9,2.9999999999999996
162,2023,9,22,10,2.9999999999999996
163,2023,9,22,11,2.9999999999999996
164,2023,9,22,12,2.9999999999999996
165,2023,9,22,13,2.9999999999999996
166,2023,9,22,14,2.9999999999999996
167,2023,9,22,15,2.9999999999999996
168,2023,9,22,16,2.9999999999999996
169,2023,9,22,17,2.9999999999999996
170,2023,9,22,18,2.9999999999999996
171,2023,9,22,19,2.9999999999999996
172,2023,9,22,20,2.9999999999999996
173,2023,9,22,21,2.9999999999999996
174,2023,9,22,22,2.9999999999999996
175,2023,9,22,23,2.9999999999999996
176,2023,9,23,0,2.9999999999999996
177,2023,9,23,1,2.9999999999999996
178,2023,9,23,2,2.9999999999999996
179,2023,9,23,3,2.9999999999999996
180,2023,9,23,4,2.9999999999999996
181,2023,9,23,5,2.9999999999999996
182,2023,9,23,6,2.9999999999999996
183,2023,9,23,7,2.9999999999999996
184,2023,9,23,8,2.9999999999999996
185,2023,9,23,9,2.9999999999999996
186,2023,9,23,10,2.9999999999999996
187,2023,9,23,11,2.9999999999999996
188,2023,9,23,12,2.9999999999999996
189,2023,9,23,13,2.9999999999999996
190,2023,9,23,14,2.9999999999999996
191,2023,9,23,15,2.9999999999999996
192,2023,9,23,16,2.9999999999999996
193,2023,9,23,17,2.9999999999999996
194,2023,9,23,18,2.9999999999999996
195,2023,9,23,19,2.9999999999999996
196,2023,9,23,20,2.9999999999999996
197,2023,9,23,21,2.9999999999999996
198,2023,9,23,22,2.9999999999999996
199,2023,9,23,23,2.9999999999999996
200,2023,9,24,0,2.9999999999999996
201,2023,9,24,1,3.160555555555555
202,2023,9,24,2,2.9999999999999996
203,2023,9,24,3,2.9999999999999996
204,2023,9,24,4,2.9999999999999996
205,2023,9,24,5,2.9999999999999996
206,2023,9,24,6,3.160555555555555
207,2023,9,24,7,2.9999999999999996
208,2023,9,24,8,2.9999999999999996
209,2023,9,24,9,2.9999999999999996
210,2023,9,24,10,2.9999999999999996
211,2023,9,24,11,3.160555555555555
212,2023,9,24,12,2.9999999999999996
213,2023,9,24,13,2.9999999999999996
214,2023,9,24,14,2.9999999999999996
215,2023,9,24,15,2.9999999999999996
216,2023,9,24,16,2.9999999999999996
217,2023,9,24,17,2.9999999999999996
218,2023,9,24,18,3.160555555555555
219,2023,9,24,19,2.9999999999999996
220,2023,9,24,20,2.9999999999999996
221,2023,9,24,21,2.9999999999999996
222,2023,9,24,22,2.9999999999999996
223,2023,9,24,23,2.9999999999999996
224,2023,9,25,0,3.160555555555555
225,2023,9,25,1,2.9999999999999996
226,2023,9,25,2,2.9999999999999996
227,2023,9,25,3,2.9999999999999996
228,2023,9,25,4,2.9999999999999996
229,2023,9,25,5,2.9999999999999996
230,2023,9,25,6,3.160555555555555
231,2023,9,25,7,2.9999999999999996
232,2023,9,25,8,2.9999999999999996
233,2023,9,25,9,2.9999999999999996
234,2023,9,25,10,2.9999999999999996
235,2023,9,25,11,2.9999999999999996
236,2023,9,25,12,3.160555555555555
237,2023,9,25,13,2.9999999999999996
238,2023,9,25,14,2.9999999999999996
239,2023,9,25,15,2.9999999999999996
240,2023,9,25,16,2.9999999999999996
241,2023,9,25,17,2.9999999999999996
242,2023,9,25,18,2.9999999999999996
243,2023,9,25,19,2.9999999999999996
244,2023,9,25,20,2.9999999999999996
245,2023,9,25,21,2.9999999999999996
246,2023,9,25,22,2.9999999999999996
247,2023,9,25,23,3.160555555555555
248,2023,9,26,0,2.9999999999999996
249,2023,9,26,1,2.9999999999999996
250,2023,9,26,2,2.9999999999999996
251,2023,9,26,3,2.9999999999999996
252,2023,9,26,4,2.9999999999999996
253,2023,9,26,5,2.9999999999999996
254,2023,9,26,6,2.9999999999999996
255,2023,9,26,7,2.9999999999999996
256,2023,9,26,8,3.160555555555555
257,2023,9,26,9,2.9999999999999996
258,2023,9,26,10,2.9999999999999996
259,2023,9,26,11,2.9999999999999996
260,2023,9,26,12,2.9999999999999996
261,2023,9,26,13,2.9999999999999996
262,2023,9,26,14,2.9999999999999996
263,2023,9,26,15,2.9999999999999996
264,2023,9,26,16,2.9999999999999996
265,2023,9,26,17,2.9999999999999996
266,2023,9,26,18,2.9999999999999996
267,2023,9,26,19,2.9999999999999996
268,2023,9,26,20,2.9999999999999996
269,2023,9,26,21,2.9999999999999996
270,2023,9,26,22,2.9999999999999996
271,2023,9,26,23,2.9999999999999996
272,2023,9,27,0,2.9999999999999996
273,2023,9,27,1,2.9999999999999996
274,2023,9,27,2,2.9999999999999996
275,2023,9,27,3,2.9999999999999996
276,2023,9,27,4,2.9999999999999996
277,2023,9,27,5,2.9999999999999996
278,2023,9,27,6,2.9999999999999996
279,2023,9,27,7,2.9999999999999996
280,2023,9,27,8,2.9999999999999996
281,2023,9,27,9,2.9999999999999996
282,2023,9,27,10,2.9999999999999996
283,2023,9,27,11,2.9999999999999996
284,2023,9,27,12,2.9999999999999996
285,2023,9,27,13,2.9999999999999996
286,2023,9,27,14,2.9999999999999996
287,2023,9,27,15,2.9999999999999996
288,2023,9,27,16,2.9999999999999996
289,2023,9,27,17,2.9999999999999996
290,2023,9,27,18,2.9999999999999996
291,2023,9,27,19,2.9999999999999996
292,2023,9,27,20,2.9999999999999996
293,2023,9,27,21,2.9999999999999996
294,2023,9,27,22,2.9999999999999996
295,2023,9,27,23,2.9999999999999996
296,2023,9,28,0,2.9999999999999996
297,2023,9,28,1,2.9999999999999996
298,2023,9,28,2,2.9999999999999996
299,2023,9,28,3,2.9999999999999996
300,2023,9,28,4,2.9999999999999996
301,2023,9,28,5,2.9999999999999996
302,2023,9,28,6,2.9999999999999996
303,2023,9,28,7,2.9999999999999996
304,2023,9,28,8,2.9999999999999996
305,2023,9,28,9,2.9999999999999996
306,2023,9,28,10,2.9999999999999996
307,2023,9,28,11,2.9999999999999996
308,2023,9,28,12,2.9999999999999996
309,2023,9,28,13,2.9999999999999996
310,2023,9,28,14,2.9999999999999996
311,2023,9,28,15,2.9999999999999996
312,2023,9,28,16,2.9999999999999996
313,2023,9,28,17,2.9999999999999996
314,2023,9,28,18,2.9999999999999996
315,2023,9,28,19,2.9999999999999996
316,2023,9,28,20,2.9999999999999996
317,2023,9,28,21,2.9999999999999996
318,2023,9,28,22,3.802777777777777
319,2023,9,28,23,2.9999999999999996
320,2023,9,29,0,2.9999999999999996
321,2023,9,29,1,2.9999999999999996
322,2023,9,29,2,2.9999999999999996
323,2023,9,29,3,2.9999999999999996
324,2023,9,29,4,2.9999999999999996
325,2023,9,29,5,2.9999999999999996
326,2023,9,29,6,2.9999999999999996
327,2023,9,29,7,2.9999999999999996
328,2023,9,29,8,2.9999999999999996
329,2023,9,29,9,2.9999999999999996
330,2023,9,29,10,2.9999999999999996
331,2023,9,29,11,2.9999999999999996
332,2023,9,29,12,2.9999999999999996
333,2023,9,29,13,2.9999999999999996
334,2023,9,29,14,2.9999999999999996
335,2023,9,29,15,2.9999999999999996
336,2023,9,29,16,2.9999999999999996
337,2023,9,29,17,2.9999999999999996
338,2023,9,29,18,2.9999999999999996
339,2023,9,29,19,2.9999999999999996
340,2023,9,29,20,2.9999999999999996
341,2023,9,29,21,2.9999999999999996
342,2023,9,29,22,2.9999999999999996
343,2023,9,29,23,2.9999999999999996
344,2023,9,30,0,2.9999999999999996
345,2023,9,30,1,2.9999999999999996
346,2023,9,30,2,2.9999999999999996
347,2023,9,30,3,2.9999999999999996
348,2023,9,30,4,2.9999999999999996
349,2023,9,30,5,2.9999999999999996
350,2023,9,30,6,2.9999999999999996
351,2023,9,30,7,2.9999999999999996
352,2023,9,30,8,2.9999999999999996
353,2023,9,30,9,2.9999999999999996
354,2023,9,30,10,2.9999999999999996
355,2023,9,30,11,2.9999999999999996
356,2023,9,30,12,2.9999999999999996
357,2023,9,30,13,2.9999999999999996
358,2023,9,30,14,2.9999999999999996
359,2023,9,30,15,2.9999999999999996
360,2023,9,30,16,2.9999999999999996
361,2023,9,30,17,2.9999999999999996
362,2023,9,30,18,2.9999999999999996
363,2023,9,30,19,2.9999999999999996
364,2023,9,30,20,2.9999999999999996
365,2023,9,30,21,2.9999999999999996
366,2023,9,30,22,2.9999999999999996
367,2023,9,30,23,2.9999999999999996
368,2023,10,1,0,2.9999999999999996
369,2023,10,1,1,3.01
370,2023,10,1,2,3.0199
371,2023,10,1,3,3.0297009999999998
372,2023,10,1,4,3.03940399
373,2023,10,1,5,3.0490099501
374,2023,10,1,6,3.0585198505989997
375,2023,10,1,7,3.0679346520930095
376,2023,10,1,8,3.0772553055720793
377,2023,10,1,9,3.0864827525163583
378,2023,10,1,10,3.0956179249911946
379,2023,10,1,11,3.1046617457412826
380,2023,10,1,12,3.11361512828387
381,2023,10,1,13,3.1224789770010313
382,2023,10,1,14,3.131254187231021
383,2023,10,1,15,3.139941645358711
384,2023,10,1,16,3.1485422289051237
385,2023,10,1,17,3.1570568066160725
386,2023,10,1,18,3.165486238549912
387,2023,10,1,19,3.173831376164413
388,2023,10,1,20,3.182093062402769
389,2023,10,1,21,3.190272131778741
390,2023,10,1,22,3.1983694104609537
391,2023,10,1,23,3.206385716356344
392,2023,10,2,0,3.2143218591927805
393,2023,10,2,1,3.222178640600853
394,2023,10,2,2,3.2299568541948442
395,2023,10,2,3,3.237657285652896
396,2023,10,2,4,3.245280712796367
397,2023,10,2,5,3.2528279056684033
398,2023,10,2,6,3.2602996266117192
399,2023,10,2,7,3.267696630345602
400,2023,10,2,8,3.275019664042146
401,2023,10,2,9,3.2822694674017248
402,2023,10,2,10,3.2894467727277075
403,2023,10,2,11,3.2965523050004304
404,2023,10,2,12,3.303586781950426
405,2023,10,2,13,3.3105509141309217
406,2023,10,2,14,3.3174454049896127
407,2023,10,2,15,3.3242709509397166
408,2023,10,2,16,3.3310282414303196
409,2023,10,2,17,3.3377179590160164
410,2023,10,2,18,3.344340779425856
411,2023,10,2,19,3.3508973716315977
412,2023,10,2,20,3.357388397915282
413,2023,10,2,21,3.363814513936129
414,2023,10,2,22,3.3701763687967676
415,2023,10,2,23,3.3764746051088
416,2023,10,3,0,3.382709859057712
417,2023,10,3,1,3.3888827604671348
418,2023,10,3,2,3.3949939328624636
419,2023,10,3,3,3.4010439935338392
420,2023,10,3,4,3.407033553598501
421,2023,10,3,5,3.412963218062516
422,2023,10,3,6,3.418833585881891
423,2023,10,3,7,3.424645250023072
424,2023,10,3,8,3.4303987975228414
425,2023,10,3,9,3.436094809547613
426,2023,10,3,10,3.441733861452137
427,2023,10,3,11,3.4473165228376157
428,2023,10,3,12,3.4528433576092397
429,2023,10,3,13,3.4583149240331474
430,2023,10,3,14,3.463731774792816
431,2023,10,3,15,3.469094457044888
432,2023,10,3,16,3.474403512474439
433,2023,10,3,17,3.4796594773496947
434,2023,10,3,18,3.4848628825761976
435,2023,10,3,19,3.4900142537504357
436,2023,10,3,20,3.4951141112129314
437,2023,10,3,21,3.500162970100802
438,2023,10,3,22,3.505161340399794
439,2023,10,3,23,3.510109726995796
440,2023,10,4,0,3.515008629725838
441,2023,10,4,1,3.5198585434285796
442,2023,10,4,2,3.524659957994294
443,2023,10,4,3,3.529413358414351
444,2023,10,4,4,3.5341192248302074
445,2023,10,4,5,3.5387780325819054
446,2023,10,4,6,3.5433902522560863
447,2023,10,4,7,3.5479563497335254
448,2023,10,4,8,3.55247678623619
449,2023,10,4,9,3.556952018373828
450,2023,10,4,10,3.5613824981900897
451,2023,10,4,11,3.5657686732081886
452,2023,10,4,12,3.5701109864761067
453,2023,10,4,13,3.5744098766113455
454,2023,10,4,14,3.578665777845232
455,2023,10,4,15,3.5828791200667798
456,2023,10,4,16,3.587050328866112
457,2023,10,4,17,3.591179825577451
458,2023,10,4,18,3.595268027321677
459,2023,10,4,19,3.59931534704846
460,2023,10,4,20,3.6033221935779753
461,2023,10,4,21,3.6072889716421956
462,2023,10,4,22,3.6112160819257735
463,2023,10,4,23,3.615103921106516
464,2023,10,5,0,3.6189528818954506
465,2023,10,5,1,3.622763353076496
466,2023,10,5,2,3.626535719545731
467,2023,10,5,3,3.6302703623502737
468,2023,10,5,4,3.633967658726771
469,2023,10,5,5,3.6376279821395032
470,2023,10,5,6,3.641251702318108
471,2023,10,5,7,3.644839185294927
472,2023,10,5,8,3.648390793441978
473,2023,10,5,9,3.6519068855075583
474,2023,10,5,10,3.6553878166524827
475,2023,10,5,11,3.658833938485958
476,2023,10,5,12,3.6622455991010985
477,2023,10,5,13,3.6656231431100874
478,2023,10,5,14,3.6689669116789867
479,2023,10,5,15,3.672277242562197
480,2023,10,5,16,3.675554470136575
481,2023,10,5,17,3.6787989254352094
482,2023,10,5,18,3.6820109361808573
483,2023,10,5,19,3.6851908268190487
484,2023,10,5,20,3.6883389185508584
485,2023,10,5,21,3.6914555293653497
486,2023,10,5,22,3.694540974071696
487,2023,10,5,23,3.697595564330979
488,2023,10,6,0,3.7006196086876693
489,2023,10,6,1,3.7036134126007925
490,2023,10,6,2,3.7065772784747844
491,2023,10,6,3,3.7095115056900365
492,2023,10,6,4,3.712416390633136
493,2023,10,6,5,3.7152922267268047
494,2023,10,6,6,3.7181393044595366
495,2023,10,6,7,3.720957911414941
496,2023,10,6,8,3.723748332300792
497,2023,10,6,9,3.726510848977784
498,2023,10,6,10,3.729245740488006
499,2023,10,6,11,3.731953283083126
500,2023,10,6,12,3.734633750252295
501,2023,10,6,13,3.737287412749772
502,2023,10,6,14,3.739914538622274
503,2023,10,6,15,3.7425153932360513
504,2023,10,6,16,3.745090239303691
505,2023,10,6,17,3.747639336910654
506,2023,10,6,18,3.7501629435415476
507,2023,10,6,19,3.752661314106132
508,2023,10,6,20,3.755134700965071
509,2023,10,6,21,3.75758335395542
510,2023,10,6,22,3.760007520415866
511,2023,10,6,23,3.762407445211707
512,2023,10,7,0,3.76478337075959
513,2023,10,7,1,3.767135537051994
514,2023,10,7,2,3.769464181681474
515,2023,10,7,3,3.771769539864659
516,2023,10,7,4,3.7740518444660127
517,2023,10,7,5,3.7763113260213528
518,2023,10,7,6,3.778548212761139
519,2023,10,7,7,3.7807627306335276
520,2023,10,7,8,3.7829551033271924
521,2023,10,7,9,3.7851255522939207
522,2023,10,7,10,3.7872742967709816
523,2023,10,7,11,3.789401553803272
524,2023,10,7,12,3.7915075382652392
525,2023,10,7,13,3.793592462882587
526,2023,10,7,14,3.795656538253761
527,2023,10,7,15,3.7976999728712233
528,2023,10,7,16,3.799722973142511
529,2023,10,7,17,3.801725743411086
530,2023,10,7,18,3.803708485976975
531,2023,10,7,19,3.805671401117205
532,2023,10,7,20,3.807614687106033
533,2023,10,7,21,3.8095385402349726
534,2023,10,7,22,3.811443154832623
535,2023,10,7,23,3.8133287232842967
536,2023,10,8,0,3.8151954360514537
537,2023,10,8,1,3.817043481690939
538,2023,10,8,2,3.8188730468740295
539,2023,10,8,3,3.820684316405289
540,2023,10,8,4,3.822477473241236
541,2023,10,8,5,3.8242526985088237
542,2023,10,8,6,3.8260101715237353
543,2023,10,8,7,3.827750069808498
544,2023,10,8,8,3.829472569110413
545,2023,10,8,9,3.831177843419309
546,2023,10,8,10,3.8328660649851156
547,2023,10,8,11,3.8345374043352645
548,2023,10,8,12,3.8361920302919117
549,2023,10,8,13,3.8378301099889924
550,2023,10,8,14,3.8394518088891023
551,2023,10,8,15,13.31383506857799
552,2023,10,8,16,9.301535606781098
553,2023,10,8,17,7.055331361824399
554,2023,10,8,18,5.130222492650599
555,2023,10,8,19,4.168431378835204
556,2023,10,8,20,3.848847065046852
557,2023,10,8,21,3.8503585943963836
558,2023,10,8,22,4.172966119563531
559,2023,10,8,23,4.656114236145673
560,2023,10,9,0,4.175914204895328
561,2023,10,9,1,4.177366173957486
562,2023,10,9,2,4.1788036233290216
563,2023,10,9,3,4.180226698206843
564,2023,10,9,4,4.181635542335885
565,2023,10,9,5,4.183030298023637
566,2023,10,9,6,4.023855550598957
567,2023,10,9,7,3.864666995092967
568,2023,10,9,8,3.866020325142037
569,2023,10,9,9,3.867360121890617
570,2023,10,9,10,3.8686865206717105
571,2023,10,9,11,3.8699996554649934
572,2023,10,9,12,3.8712996589103432
573,2023,10,9,13,3.8725866623212397
574,2023,10,9,14,3.873860795698027
575,2023,10,9,15,3.875122187741047
576,2023,10,9,16,3.8763709658636363
577,2023,10,9,17,4.359273922871667
578,2023,10,9,18,4.681608961420728
579,2023,10,9,19,4.361709538473187
580,2023,10,9,20,4.684020220866233
581,2023,10,9,21,4.203541129768682
582,2023,10,9,22,4.044161274026551
583,2023,10,9,23,4.0453252168418405
584,2023,10,10,0,3.885921964673422
585,2023,10,10,1,4.0476183005822435
586,2023,10,10,2,4.0487476731319765
587,2023,10,10,3,3.889310196400657
588,2023,10,10,4,4.0509726499922065
589,2023,10,10,5,4.05206847904784
590,2023,10,10,6,3.892597794257361
591,2023,10,10,7,4.054227371870343
592,2023,10,10,8,4.055290653707195
593,2023,10,10,9,3.8957877471701234
594,2023,10,10,10,4.057385425253978
595,2023,10,10,11,4.058417126556994
596,2023,10,10,12,3.8988829552914237
597,2023,10,10,13,3.8998941257385096
598,2023,10,10,14,3.9008951844811244
599,2023,10,10,15,3.901886232636313
600,2023,10,10,16,3.90286737030995
601,2023,10,10,17,3.9038386966068503
602,2023,10,10,18,3.9048003096407817
603,2023,10,10,19,3.905752306544374
604,2023,10,10,20,3.90669478347893
605,2023,10,10,21,3.9076278356441407
606,2023,10,10,22,3.908551557287699
607,2023,10,10,23,3.9094660417148224
608,2023,10,11,0,3.9103713812976744
609,2023,10,11,1,3.911267667484698
610,2023,10,11,2,3.9121549908098507
611,2023,10,11,3,3.9130334409017524
612,2023,10,11,4,3.913903106492735
613,2023,10,11,5,3.9147640754278075
614,2023,10,11,6,3.9156164346735296
615,2023,10,11,7,3.916460270326794
616,2023,10,11,8,3.917295667623526
617,2023,10,11,9,3.9181227109472907
618,2023,10,11,10,3.9189414838378176
619,2023,10,11,11,3.9197520689994394
620,2023,10,11,12,3.920554548309445
621,2023,10,11,13,3.9213490028263505
622,2023,10,11,14,3.922135512798087
623,2023,10,11,15,3.9229141576701063
624,2023,10,11,16,3.923685016093405
625,2023,10,11,17,3.9244481659324713
626,2023,10,11,18,3.9252036842731464
627,2023,10,11,19,3.925951647430415
628,2023,10,11,20,3.926692130956111
629,2023,10,11,21,3.92742520964655
630,2023,10,11,22,3.928150957550084
631,2023,10,11,23,3.9288694479745834
632,2023,10,12,0,3.9295807534948377
633,2023,10,12,1,3.9302849459598894
634,2023,10,12,2,3.9309820965002906
635,2023,10,12,3,3.9316722755352878
636,2023,10,12,4,3.932355552779935
637,2023,10,12,5,6.180809775029914
638,2023,10,12,6,6.6631461217240595
639,2023,10,12,7,4.8976979938401515
640,2023,10,12,8,4.577243236123972
641,2023,10,12,9,4.096226359318288
642,2023,10,12,10,4.257425206836216
643,2023,10,12,11,4.097506510323409
644,2023,10,12,12,3.9375814452201756
645,2023,10,12,13,4.09876118632353
646,2023,10,12,14,4.0993791300158495
647,2023,10,12,15,3.939435338715691
648,2023,10,12,16,3.940040985328534
649,2023,10,12,17,3.940640575475249
650,2023,10,12,18,3.9412341697204964
651,2023,10,12,19,3.9418218280232913
652,2023,10,12,20,3.9424036097430584
653,2023,10,12,21,4.103535129201183
654,2023,10,12,22,3.9435497779091713
655,2023,10,12,23,4.104669835685635
656,2023,10,13,0,3.944673137328779
657,2023,10,13,1,4.105781961511046
658,2023,10,13,2,3.945774141895936
659,2023,10,13,3,4.106871956032532
660,2023,10,13,4,3.946853236472207
661,2023,10,13,5,3.947384704107485
662,2023,10,13,6,4.108466412621966
663,2023,10,13,7,3.9484317484957465
664,2023,10,13,8,3.9489474310107893
665,2023,10,13,9,3.9494579567006816
666,2023,10,13,10,3.949963377133675
667,2023,10,13,11,3.950463743362338
668,2023,10,13,12,4.111514661484271
669,2023,10,13,13,3.9514495148694277
670,2023,10,13,14,3.9519350197207337
671,2023,10,13,15,3.952415669523526
672,2023,10,13,16,3.952891512828291
673,2023,10,13,17,3.953362597700008
674,2023,10,13,18,3.953828971723008
675,2023,10,13,19,3.954290682005778
676,2023,10,13,20,3.9547477751857203
677,2023,10,13,21,3.955200297433863
678,2023,10,13,22,3.9556482944595244
679,2023,10,13,23,3.9560918115149293
680,2023,10,14,0,3.95653089339978
681,2023,10,14,1,3.956965584465782
682,2023,10,14,2,3.957395928621124
683,2023,10,14,3,3.957821969334913
684,2023,10,14,4,3.958243749641564
685,2023,10,14,5,4.119216867700704
686,2023,10,14,6,3.9590746990236965
687,2023,10,14,7,3.9594839520334597
688,2023,10,14,8,3.959889112513125
689,2023,10,14,9,3.960290221387994
690,2023,10,14,10,3.960687319174114
691,2023,10,14,11,3.9610804459823727
692,2023,10,14,12,3.961469641522549
693,2023,10,14,13,3.9618549451073237
694,2023,10,14,14,3.9622363956562503
695,2023,10,14,15,3.9626140316996876
696,2023,10,14,16,3.962987891382691
697,2023,10,14,17,3.963358012468864
698,2023,10,14,18,3.9637244323441756
699,2023,10,14,19,3.964087188020734
700,2023,10,14,20,3.9644463161405263
701,2023,10,14,21,3.964801852979121
702,2023,10,14,22,3.96515383444933
703,2023,10,14,23,3.9655022961048365
704,2023,10,15,0,3.965847273143788
705,2023,10,15,1,3.9661888004123504
706,2023,10,15,2,3.9665269124082267
707,2023,10,15,3,3.9668616432841444
