year,month,day,hour,wind_speed,direction,rain
2023,7,31,13,1.687,79.612,0.0
2023,7,31,14,1.797,84.572,0.0
2023,7,31,15,1.539,80.369,0.0
2023,7,31,16,1.511,86.396,0.0
2023,7,31,17,1.276,96.452,0.0
2023,7,31,18,1.288,108.294,0.0
2023,7,31,19,1.37,123.187,0.0
2023,7,31,20,0.618,156.477,0.0
2023,7,31,21,0.918,256.405,0.0
2023,7,31,22,1.204,246.166,0.0
2023,7,31,23,1.153,218.634,0.0
2023,8,1,0,1.563,237.7,0.0
2023,8,1,1,1.28,238.358,0.0
2023,8,1,2,1.25,241.454,0.0
2023,8,1,3,1.201,233.774,0.0
2023,8,1,4,1.403,238.453,0.0
2023,8,1,5,1.312,233.603,0.0
2023,8,1,6,1.339,235.806,0.0
2023,8,1,7,1.383,237.171,0.0
2023,8,1,8,1.207,235.553,0.0
2023,8,1,9,2.718,232.15,0.0
2023,8,1,10,2.651,227.777,0.0
2023,8,1,11,2.023,227.253,0.0
2023,8,1,12,1.736,203.242,0.0
2023,8,1,13,1.831,172.021,0.0
2023,8,1,14,1.563,173.019,0.0
2023,8,1,15,1.54,188.652,0.0
2023,8,1,16,1.483,191.67,0.0
2023,8,1,17,1.429,228.83,0.0
2023,8,1,18,1.082,210.139,0.0
2023,8,1,19,1.74,127.452,0.0
2023,8,1,20,1.21,122.683,0.0
2023,8,1,21,1.326,254.811,0.221
2023,8,1,22,0.974,243.698,0.17
2023,8,1,23,1.067,247.883,0.10200000000000001
2023,8,2,0,0.458,224.779,0.051000000000000004
2023,8,2,1,0.84,271.706,0.034
2023,8,2,2,0.917,269.375,0.017
2023,8,2,3,1.013,273.065,0.017
2023,8,2,4,1.04,278.111,0.0
2023,8,2,5,0.923,261.541,0.0
2023,8,2,6,0.912,252.178,0.017
2023,8,2,7,0.923,249.208,0.0
2023,8,2,8,0.615,261.035,0.0
2023,8,2,9,1.159,0.618,0.017
2023,8,2,10,1.658,31.349,0.0
2023,8,2,11,1.745,65.993,0.0
2023,8,2,12,2.071,77.306,0.0
2023,8,2,13,2.152,71.397,0.0
2023,8,2,14,2.389,68.967,0.017
2023,8,2,15,2.338,60.346,0.0
2023,8,2,16,2.245,67.318,0.0
2023,8,2,17,2.439,59.036,0.017
2023,8,2,18,2.341,48.651,0.0
2023,8,2,19,2.858,42.448,0.0
2023,8,2,20,3.569,18.528,0.0
2023,8,2,21,3.241,19.59,0.0
2023,8,2,22,3.348,16.843,0.0
2023,8,2,23,3.385,18.145,0.017
2023,8,3,0,2.879,24.629,0.0
2023,8,3,1,2.712,28.865,0.0
2023,8,3,2,1.848,5.357,0.0
2023,8,3,3,1.977,359.155,0.0
2023,8,3,4,2.152,0.998,0.0
2023,8,3,5,2.254,1.822,0.0
2023,8,3,6,1.97,5.826,0.0
2023,8,3,7,1.923,0.522,0.0
2023,8,3,8,2.077,10.214,0.0
2023,8,3,9,1.981,7.932,0.0
2023,8,3,10,3.045,23.948,0.0
2023,8,3,11,3.655,35.995,0.0
2023,8,3,12,3.148,43.134,0.0
2023,8,3,13,3.223,53.326,0.0
2023,8,3,14,4.188,56.319,0.0
2023,8,3,15,3.857,53.328,0.0
2023,8,3,16,3.488,52.133,0.0
2023,8,3,17,3.827,39.868,0.0
2023,8,3,18,4.936,36.162,0.0
2023,8,3,19,5.187,36.533,0.0
2023,8,3,20,5.681,36.572,0.0
2023,8,3,21,5.442,36.431,0.0
2023,8,3,22,4.429,32.036,0.0
2023,8,3,23,3.828,17.757,0.0
2023,8,4,0,2.614,9.153,0.0
2023,8,4,1,2.34,7.859,0.0
2023,8,4,2,2.443,13.562,0.0
2023,8,4,3,1.859,15.233,0.0
2023,8,4,4,1.355,3.139,0.0
2023,8,4,5,1.422,7.033,0.0
2023,8,4,6,1.369,10.133,0.0
2023,8,4,7,1.199,9.403,0.0
2023,8,4,8,1.504,14.637,0.0
2023,8,4,9,2.196,31.862,0.0
2023,8,4,10,2.547,35.614,0.0
2023,8,4,11,2.309,34.413,0.0
2023,8,4,12,1.807,38.916,0.0
2023,8,4,13,1.507,43.252,0.0
2023,8,4,14,1.694,35.754,0.0
2023,8,4,15,1.52,37.203,0.0
2023,8,4,16,1.061,41.465,0.0
2023,8,4,17,1.537,38.175,0.0
2023,8,4,18,1.06,49.208,0.0
2023,8,4,19,1.162,50.589,0.0
2023,8,4,20,1.752,54.836,0.0
2023,8,4,21,2.225,46.624,0.0
2023,8,4,22,2.101,35.915,0.0
2023,8,4,23,1.109,13.598,0.0
2023,8,5,0,0.703,281.483,0.0
2023,8,5,1,0.345,292.726,0.0
2023,8,5,2,0.549,357.826,0.0
2023,8,5,3,1.154,7.761,0.0
2023,8,5,4,0.504,325.365,0.0
2023,8,5,5,0.528,343.508,0.0
2023,8,5,6,0.759,331.379,0.0
2023,8,5,7,1.047,270.411,0.0
2023,8,5,8,0.405,317.916,0.0
2023,8,5,9,1.277,25.896,0.0
2023,8,5,10,1.536,46.099,0.0
2023,8,5,11,1.717,37.148,0.0
2023,8,5,12,1.609,55.314,0.0
2023,8,5,13,1.869,50.083,0.0
2023,8,5,14,1.609,46.616,0.0
2023,8,5,15,1.68,52.556,0.0
2023,8,5,16,1.695,45.02,0.0
2023,8,5,17,2.34,35.609,0.0
2023,8,5,18,2.591,35.403,0.0
2023,8,5,19,2.798,34.651,0.0
2023,8,5,20,2.258,27.237,0.0
2023,8,5,21,2.393,26.52,0.0
2023,8,5,22,2.547,16.442,0.0
2023,8,5,23,2.868,17.656,0.0
2023,8,6,0,1.623,4.18,0.0
2023,8,6,1,2.357,17.365,0.0
2023,8,6,2,2.606,19.791,0.0
2023,8,6,3,1.085,4.76,0.0
2023,8,6,4,0.529,354.757,0.0
2023,8,6,5,1.157,10.921,0.0
2023,8,6,6,0.907,1.0,0.0
2023,8,6,7,0.417,330.667,0.0
2023,8,6,8,0.763,336.514,0.0
2023,8,6,9,1.654,16.326,0.0
2023,8,6,10,1.602,48.141,0.0
2023,8,6,11,2.131,48.536,0.0
2023,8,6,12,2.432,34.572,0.0
2023,8,6,13,2.533,37.986,0.0
2023,8,6,14,2.41,37.694,0.0
2023,8,6,15,2.207,36.061,0.0
2023,8,6,16,1.791,30.79,0.0
2023,8,6,17,1.597,37.964,0.0
2023,8,6,18,1.37,24.008,0.0
2023,8,6,19,1.721,22.095,0.0
2023,8,6,20,1.885,30.225,0.0
2023,8,6,21,0.976,15.959,0.0
2023,8,6,22,0.425,19.11,0.0
2023,8,6,23,0.37,336.903,0.0
2023,8,7,0,0.887,260.865,0.0
2023,8,7,1,0.686,255.441,0.0
2023,8,7,2,0.353,287.58,0.0
2023,8,7,3,1.296,244.358,0.0
2023,8,7,4,2.217,227.315,0.0
2023,8,7,5,2.226,231.019,0.0
2023,8,7,6,2.194,231.028,0.0
2023,8,7,7,2.034,229.269,0.0
2023,8,7,8,2.135,231.005,0.0
2023,8,7,9,2.732,227.633,0.0
2023,8,7,10,2.604,224.3,0.0
2023,8,7,11,2.199,222.036,0.0
2023,8,7,12,2.729,220.901,0.0
2023,8,7,13,2.71,226.296,0.0
2023,8,7,14,5.522,160.646,0.0
2023,8,7,15,5.348,166.086,0.0
2023,8,7,16,5.055,173.035,0.0
2023,8,7,17,3.894,180.868,0.0
2023,8,7,18,2.703,198.978,0.0
2023,8,7,19,2.49,235.04,0.0
2023,8,7,20,2.559,260.394,0.0
2023,8,7,21,2.549,269.461,0.0
2023,8,7,22,2.252,266.792,0.0
2023,8,7,23,2.033,272.706,0.0
2023,8,8,0,2.098,288.711,0.0
2023,8,8,1,2.366,294.658,0.0
2023,8,8,2,2.13,298.19,0.0
2023,8,8,3,2.244,301.664,0.0
2023,8,8,4,2.21,309.713,0.0
2023,8,8,5,2.265,311.169,0.0
2023,8,8,6,2.21,309.308,0.0
2023,8,8,7,2.143,308.881,0.0
2023,8,8,8,1.651,311.365,0.0
2023,8,8,9,3.382,212.356,0.0
2023,8,8,10,3.946,189.453,0.0
2023,8,8,11,4.405,175.834,0.0
2023,8,8,12,5.207,164.496,0.0
2023,8,8,13,5.386,158.694,0.0
2023,8,8,14,5.522,160.646,0.0
2023,8,8,15,5.348,166.086,0.0
2023,8,8,16,5.055,173.035,0.0
2023,8,8,17,3.894,180.868,0.0
2023,8,8,18,2.703,198.978,0.0
2023,8,8,19,2.49,235.04,0.0
2023,8,8,20,2.559,260.394,0.0
2023,8,8,21,2.549,269.461,0.0
2023,8,8,22,2.252,266.792,0.0
2023,8,8,23,2.033,272.706,0.0
2023,8,9,0,2.098,288.711,0.0
2023,8,9,1,2.366,294.658,0.0
2023,8,9,2,2.13,298.19,0.0
2023,8,9,3,2.244,301.664,0.0
2023,8,9,4,2.21,309.713,0.0
2023,8,9,5,2.265,311.169,0.0
2023,8,9,6,2.21,309.308,0.0
2023,8,9,7,2.143,308.881,0.0
2023,8,9,8,1.651,311.365,0.0
2023,8,9,9,3.382,212.356,0.0
2023,8,9,10,3.946,189.453,0.0
2023,8,9,11,4.405,175.834,0.0
2023,8,9,12,5.207,164.496,0.0
2023,8,9,13,5.386,158.694,0.0
